om,yr,mo,dy,date,time,tz,st,stf,stn,mag,inj,fat,loss,closs,slat,slon,elat,elon,len,wid,ns,sn,sg,f1,f2,f3,f4,fc
620446,2021,08,20,2021-08-20,14:34:00,3,IA,19,0,0,0,0,30000,0,43.3340,-95.7930,43.3790,-95.7620,3.6400,30,1,1,1,143,0,0,0,0
620447,2021,08,20,2021-08-20,15:18:00,3,ND,38,0,0,0,0,0,1000,47.1070,-97.3108,47.1130,-97.3043,0.4000,40,1,1,1,17,0,0,0,0
620448,2021,08,20,2021-08-20,17:30:00,3,MN,27,0,-9,0,0,0,0,45.3935,-95.0931,45.3946,-95.0924,0.0800,10,1,1,1,67,0,0,0,0
620449,2021,08,20,2021-08-20,17:42:00,3,MN,27,0,0,0,0,0,0,45.4506,-95.0030,45.4800,-94.9904,2.1200,50,1,1,1,145,0,0,0,0
620450,2021,08,20,2021-08-20,19:03:00,3,IA,19,0,-9,0,0,0,500,42.5925,-94.6291,42.6002,-94.6083,1.1800,20,1,1,1,151,0,0,0,0
620451,2021,08,20,2021-08-20,19:19:00,3,IA,19,0,-9,0,0,0,1000,42.7365,-94.3464,42.7366,-94.3039,2.1600,60,1,1,1,91,0,0,0,0
620452,2021,08,20,2021-08-20,20:05:00,3,IA,19,0,0,0,0,0,1000,42.7606,-93.9139,42.7759,-93.8368,4.0500,190,1,1,1,197,0,0,0,0
620453,2021,08,21,2021-08-21,16:58:00,3,TN,47,0,0,0,0,5000,0,36.2019,-87.4151,36.1956,-87.4106,0.5000,50,1,1,1,43,0,0,0,0
620454,2021,08,21,2021-08-21,17:09:00,3,MS,28,0,1,0,0,250000,0,34.8445,-88.2132,34.8032,-88.1780,3.4800,200,1,1,1,141,0,0,0,0
620455,2021,08,21,2021-08-21,17:22:00,3,MS,28,0,0,0,0,5000,0,34.7908,-88.1551,34.7867,-88.1481,0.4900,50,1,1,1,141,0,0,0,0
620456,2021,08,22,2021-08-22,17:02:00,3,ND,38,0,0,0,0,0,0,48.0600,-98.8553,48.0634,-98.8510,0.3100,25,1,1,1,71,0,0,0,0
620457,2021,08,22,2021-08-22,18:55:00,3,SD,46,0,0,0,0,0,0,45.2200,-97.5500,45.2200,-97.5493,0.0400,10,1,1,1,37,0,0,0,0
620458,2021,08,23,2021-08-23,09:40:00,3,MA,25,0,0,0,0,8000,0,42.3110,-71.5770,42.3200,-71.5860,0.7500,10,1,1,1,17,0,0,0,0
620459,2021,08,23,2021-08-23,10:30:00,3,MA,25,0,0,0,0,2000,0,42.4380,-71.5650,42.4380,-71.5650,0.1000,50,1,1,1,27,0,0,0,0
620460,2021,08,23,2021-08-23,11:10:00,3,MA,25,0,0,0,0,2000,0,42.4357,-71.5001,42.4357,-71.5001,0.1000,50,1,1,1,17,0,0,0,0
620461,2021,08,25,2021-08-25,14:39:00,3,IL,17,0,-9,0,0,0,0,41.4000,-90.2100,41.4000,-90.2101,0.0100,10,1,1,1,73,0,0,0,0
620462,2021,08,25,2021-08-25,15:48:00,3,IL,17,0,-9,0,0,0,0,40.7700,-90.4700,40.7710,-90.4690,0.1100,30,1,1,1,187,0,0,0,0
620463,2021,08,27,2021-08-27,16:06:00,3,IA,19,0,0,0,0,1000,500,43.0639,-93.4134,43.0949,-93.4112,2.1400,250,1,1,1,33,0,0,0,0
620464,2021,08,27,2021-08-27,16:35:00,3,IA,19,0,-9,0,0,1000,500,42.9474,-93.1152,42.9359,-93.0780,2.0400,110,1,1,1,33,0,0,0,0
620465,2021,08,27,2021-08-27,16:50:00,3,IA,19,0,0,0,0,0,2000,42.9363,-92.9972,42.9328,-92.9721,1.2900,140,1,1,1,67,0,0,0,0
620466,2021,08,27,2021-08-27,16:51:00,3,IA,19,0,0,0,0,10000,10000,42.9667,-92.9924,42.9665,-92.9491,2.1900,90,1,1,1,67,0,0,0,0
620467,2021,08,27,2021-08-27,16:57:00,3,IA,19,0,1,0,0,280000,40000,42.9635,-92.8968,42.9319,-92.7782,6.3800,300,1,1,1,67,0,0,0,0
620468,2021,08,28,2021-08-28,10:26:00,3,MN,27,0,0,0,0,0,0,45.5726,-94.5994,45.5757,-94.5569,2.0700,25,1,1,1,145,0,0,0,0
620469,2021,08,28,2021-08-28,15:21:00,3,SD,46,0,-9,0,0,0,0,43.3420,-96.9330,43.3440,-96.9246,0.4500,40,1,1,1,125,0,0,0,0
620470,2021,08,28,2021-08-28,15:22:00,3,SD,46,0,1,0,0,200000,0,43.3440,-96.9246,43.3497,-96.8830,2.2500,150,1,1,1,83,0,0,0,0
620471,2021,08,28,2021-08-28,15:25:00,3,SD,46,0,-9,0,0,0,0,43.3520,-96.8620,43.3590,-96.8470,0.9000,20,1,1,1,83,0,0,0,0
620472,2021,08,28,2021-08-28,15:30:00,3,SD,46,0,-9,0,0,0,0,43.3620,-96.7830,43.3730,-96.7560,1.6000,20,1,1,1,83,0,0,0,0
620473,2021,08,28,2021-08-28,15:35:00,3,SD,46,0,-9,0,0,0,0,43.3650,-96.7070,43.3730,-96.6890,1.1000,30,1,1,1,83,0,0,0,0
620474,2021,08,28,2021-08-28,16:29:00,3,MN,27,0,-9,0,0,0,0,43.9360,-95.8630,43.9500,-95.8490,1.1800,40,1,1,1,101,0,0,0,0
620475,2021,08,28,2021-08-28,16:40:00,3,MN,27,0,-9,0,0,0,0,43.9920,-95.6270,44.0190,-95.6210,1.9100,20,1,1,1,101,0,0,0,0
620476,2021,08,28,2021-08-28,16:48:00,3,MN,27,0,-9,0,0,0,0,44.0440,-95.5610,44.0530,-95.5600,0.6400,20,1,1,1,101,0,0,0,0
620477,2021,08,28,2021-08-28,16:53:00,3,MN,27,0,-9,0,0,0,0,44.0620,-95.4750,44.0940,-95.4740,2.2100,20,1,1,1,101,0,0,0,0
620478,2021,08,28,2021-08-28,17:04:00,3,MN,27,0,-9,0,0,0,0,44.1250,-95.2200,44.1750,-95.2020,3.5400,20,1,1,1,33,0,0,0,0
620479,2021,08,28,2021-08-28,17:29:00,3,MN,27,0,0,0,0,0,0,44.2441,-94.8627,44.2916,-94.8593,3.2900,20,1,1,1,15,0,0,0,0
620480,2021,08,28,2021-08-28,17:29:00,3,MN,27,0,0,0,0,0,0,44.2260,-94.8068,44.2876,-94.7956,4.2900,25,1,1,1,15,0,0,0,0
620481,2021,08,28,2021-08-28,17:47:00,3,MN,27,0,0,0,0,0,0,44.3038,-94.6410,44.3162,-94.6332,0.9400,25,1,1,1,15,0,0,0,0
620482,2021,08,28,2021-08-28,17:52:00,3,MN,27,0,-9,0,0,0,0,44.3473,-94.5857,44.3552,-94.5794,0.6300,20,1,1,1,15,0,0,0,0
620483,2021,08,28,2021-08-28,19:12:00,3,MN,27,0,0,0,0,0,0,43.8756,-93.5422,43.8789,-93.5294,0.6800,25,1,1,1,161,0,0,0,0
620484,2021,08,28,2021-08-28,19:14:00,3,MN,27,0,0,0,0,0,0,43.8758,-93.5136,43.8800,-93.5069,0.4400,25,1,1,1,161,0,0,0,0
620485,2021,08,29,2021-08-29,05:23:00,3,MS,28,0,1,0,0,50000,0,30.3156,-89.2582,30.3258,-89.2920,2.1300,150,1,1,1,47,0,0,0,0
620486,2021,08,29,2021-08-29,05:25:00,3,MS,28,0,1,0,0,10000,0,30.3618,-89.3600,30.3787,-89.3799,1.6700,150,1,1,1,45,0,0,0,0
620487,2021,08,29,2021-08-29,16:15:00,3,MS,28,0,0,0,0,100000,0,30.3777,-89.0646,30.3851,-89.0736,0.7400,50,1,1,1,47,0,0,0,0
620488,2021,08,29,2021-08-29,17:33:00,3,LA,22,0,1,0,0,25000,0,30.2112,-89.7729,30.2298,-89.8525,4.9200,175,1,1,1,103,0,0,0,0
620489,2021,08,29,2021-08-29,17:59:00,3,MS,28,0,0,0,0,50000,0,30.2061,-89.5074,30.3211,-89.6238,10.5500,75,1,1,1,45,0,0,0,0
620490,2021,08,29,2021-08-29,19:56:00,3,LA,22,0,0,0,0,100000,0,30.2197,-89.7942,30.2320,-89.7977,0.8800,100,1,1,1,103,0,0,0,0
620491,2021,08,29,2021-08-29,21:11:00,3,MS,28,0,0,0,0,250000,0,30.2664,-89.3864,30.3108,-89.4086,3.3400,200,1,1,1,45,0,0,0,0
620492,2021,08,29,2021-08-29,21:15:00,3,MS,28,0,0,0,0,20000,0,30.2955,-89.3658,30.3244,-89.4006,2.8800,200,1,1,1,45,0,0,0,0
620493,2021,08,29,2021-08-29,21:37:00,3,MS,28,0,0,0,0,100000,0,30.3081,-89.2822,30.3145,-89.2864,0.5100,75,1,1,1,47,0,0,0,0
620494,2021,08,30,2021-08-30,03:18:00,3,MS,28,0,0,0,0,50000,0,30.3973,-88.9332,30.3989,-88.9354,0.1700,150,1,1,1,47,0,0,0,0
620495,2021,08,30,2021-08-30,04:55:00,3,MS,28,0,0,0,0,50000,0,30.3966,-88.8788,30.4042,-88.8786,0.5300,100,1,1,1,47,0,0,0,0
620496,2021,08,30,2021-08-30,06:44:00,3,MS,28,0,0,0,0,50000,0,30.3868,-89.0565,30.3820,-89.0632,0.5200,100,1,1,1,47,0,0,0,0
620497,2021,08,30,2021-08-30,06:49:00,3,MS,28,0,0,0,0,100000,0,30.3910,-89.0061,30.4051,-88.9999,1.0400,200,1,1,1,47,0,0,0,0
620498,2021,08,30,2021-08-30,06:50:00,3,MS,28,0,0,0,0,100000,0,30.3971,-88.9928,30.4431,-88.9693,3.4700,125,1,1,1,47,0,0,0,0
620499,2021,08,30,2021-08-30,06:56:00,3,MS,28,0,0,0,0,150000,0,30.3974,-88.9737,30.4119,-88.9792,1.0500,150,1,1,1,47,0,0,0,0
620500,2021,08,30,2021-08-30,08:37:00,3,MS,28,0,0,0,0,200000,0,30.3499,-88.5583,30.4855,-88.4912,10.1900,50,1,1,1,59,0,0,0,0
620501,2021,08,30,2021-08-30,11:20:00,3,AL,01,0,1,3,0,0,0,30.7951,-88.0731,30.9212,-87.9919,9.9600,175,1,1,1,97,0,0,0,0
620502,2021,08,30,2021-08-30,12:25:00,3,AL,01,0,1,0,0,0,0,31.4064,-87.7922,31.4570,-87.7896,3.5000,150,1,1,1,25,0,0,0,0
620503,2021,08,30,2021-08-30,13:02:00,3,AL,01,0,0,0,0,0,0,31.7266,-85.9109,31.7675,-85.8906,3.1800,75,1,1,1,109,0,0,0,0
620504,2021,08,30,2021-08-30,14:45:00,3,AL,01,0,0,0,0,0,0,32.3979,-85.5981,32.4033,-85.5932,0.4800,75,1,1,1,87,0,0,0,0
620505,2021,08,31,2021-08-31,14:59:00,3,AL,01,0,0,0,0,20000,0,31.1999,-85.4894,31.2078,-85.4776,0.8900,20,1,1,1,69,0,0,0,0
620506,2021,08,31,2021-08-31,16:34:00,3,VA,51,0,1,0,0,20000,0,37.0808,-80.5188,37.1082,-80.5210,1.9000,75,1,1,1,121,0,0,0,0
620507,2021,08,31,2021-08-31,16:59:00,3,VA,51,0,1,0,0,3000,0,37.1974,-80.4376,37.2004,-80.4362,0.2200,75,1,1,1,121,0,0,0,0
620508,2021,08,31,2021-08-31,17:14:00,3,AL,01,0,0,0,0,100000,0,31.3194,-85.5045,31.3239,-85.4949,0.6500,125,1,1,1,45,0,0,0,0
620509,2021,08,31,2021-08-31,17:34:00,3,AL,01,0,0,0,0,10000,0,31.1884,-85.6140,31.2107,-85.5854,2.2900,25,1,1,1,61,69,0,0,0
620510,2021,09,01,2021-09-01,12:01:00,3,MD,24,0,2,0,0,0,0,38.8500,-76.5960,39.0010,-76.5090,11.4300,200,1,1,1,3,0,0,0,0
620511,2021,09,01,2021-09-01,12:48:00,3,MD,24,0,0,0,0,40000,0,39.1970,-76.4420,39.2850,-76.3880,6.7300,75,1,1,1,5,0,0,0,0
620512,2021,09,01,2021-09-01,14:15:00,3,PA,42,0,2,0,0,500000,0,39.7700,-75.9700,39.8500,-75.9300,5.9200,350,1,1,1,29,0,0,0,0
620513,2021,09,01,2021-09-01,14:45:00,3,MD,24,0,0,0,0,30000,5000,38.6700,-75.8600,38.6200,-75.8900,3.8200,50,1,1,1,19,0,0,0,0
620514,2021,09,01,2021-09-01,15:35:00,3,PA,42,0,2,2,1,5000000,0,40.1070,-75.2380,40.2100,-75.1580,8.2800,400,1,1,1,91,0,0,0,0
620515,2021,09,01,2021-09-01,15:59:00,3,PA,42,0,1,0,0,0,0,40.2700,-75.1100,40.3270,-75.0770,4.3100,300,1,1,1,17,0,0,0,0
620516,2021,09,01,2021-09-01,16:10:00,3,NJ,34,0,3,2,0,5000000,0,39.6769,-75.2500,39.8200,-75.1100,12.3700,400,1,1,1,15,0,0,0,0
620517,2021,09,01,2021-09-01,16:30:00,3,PA,42,0,1,0,0,0,0,40.3000,-74.9400,40.3160,-74.9180,1.6000,250,1,1,1,17,0,0,0,0
620518,2021,09,01,2021-09-01,16:59:00,3,NJ,34,0,1,0,0,0,0,40.0600,-74.8900,40.0953,-74.8577,2.9800,200,2,0,1,0,0,0,0,0
620518,2021,09,01,2021-09-01,16:59:00,3,NJ,34,0,1,0,0,0,0,40.0600,-74.8900,40.0815,-74.8695,1.8400,200,2,1,2,5,0,0,0,0
620518,2021,09,01,2021-09-01,17:03:00,3,PA,42,0,1,0,0,0,0,40.0816,-74.8695,40.0953,-74.8577,1.1400,200,2,1,2,17,0,0,0,0
620519,2021,09,01,2021-09-01,17:32:00,3,NJ,34,0,0,0,0,0,0,40.3100,-74.6700,40.3400,-74.6400,2.6100,100,1,1,1,21,0,0,0,0
620520,2021,09,01,2021-09-01,23:30:00,3,MA,25,0,0,0,0,15000,0,41.7413,-70.2135,41.7427,-70.2134,0.1000,15,1,1,1,1,0,0,0,0
620521,2021,09,02,2021-09-02,18:28:00,3,UT,49,0,1,0,0,0,750000,40.8575,-111.9304,40.8746,-111.8982,2.0500,350,1,1,1,11,0,0,0,0
620522,2021,09,07,2021-09-07,17:45:00,3,MI,26,0,1,0,0,0,0,41.8982,-84.6931,41.8929,-84.5897,5.3300,450,1,1,1,59,0,0,0,0
620523,2021,09,08,2021-09-08,15:32:00,3,PA,42,0,1,0,0,0,0,40.7586,-77.0062,40.7507,-76.9959,0.7300,30,1,1,1,109,0,0,0,0
620524,2021,09,08,2021-09-08,15:35:00,3,PA,42,0,0,0,0,20000,0,40.7529,-76.9131,40.7561,-76.8878,1.4500,30,1,1,1,109,0,0,0,0
620525,2021,09,08,2021-09-08,19:08:00,3,FL,12,0,0,0,0,0,0,30.1599,-84.4497,30.1775,-84.4629,1.4500,50,1,1,1,129,0,0,0,0
620526,2021,09,09,2021-09-09,02:10:00,3,CT,09,0,0,0,0,40000,0,41.7500,-72.2990,41.7570,-72.2880,0.7500,75,1,1,1,13,0,0,0,0
620527,2021,09,09,2021-09-09,17:58:00,3,CA,06,0,0,0,0,0,0,34.5203,-117.7595,34.5059,-117.7334,1.7900,9,1,1,1,37,0,0,0,0
620528,2021,09,12,2021-09-12,22:57:00,3,NY,36,0,1,0,0,10000,0,42.6700,-77.6400,42.6600,-77.6100,0.8000,75,1,1,1,51,0,0,0,0
620529,2021,09,17,2021-09-17,01:34:00,3,MN,27,0,0,0,0,2000,10000,44.4824,-93.9520,44.4960,-93.9259,1.5900,50,1,1,1,143,0,0,0,0
620530,2021,09,17,2021-09-17,02:00:00,3,MN,27,0,0,0,0,250000,0,44.7507,-93.3830,44.7548,-93.3406,2.1000,200,1,1,1,139,0,0,0,0
620531,2021,09,17,2021-09-17,02:08:00,3,MN,27,0,0,0,0,0,0,44.7388,-93.2146,44.7415,-93.1986,0.8100,75,1,1,1,37,0,0,0,0
620532,2021,09,17,2021-09-17,02:08:00,3,MN,27,0,0,0,0,0,0,44.7906,-93.2434,44.7987,-93.2259,1.0200,50,1,1,1,37,0,0,0,0
620533,2021,09,18,2021-09-18,16:24:00,3,FL,12,0,0,0,0,0,0,29.4300,-82.1200,29.4300,-82.1200,0.1000,20,1,1,1,1,0,0,0,0
620534,2021,09,20,2021-09-20,15:47:00,3,MN,27,0,0,0,0,100000,0,44.0331,-92.2261,44.0750,-92.1281,5.6600,100,1,1,1,109,0,0,0,0
620535,2021,09,20,2021-09-20,16:56:00,3,WI,55,0,1,1,0,450000,0,44.4230,-91.4507,44.5185,-91.3424,8.4900,100,1,1,1,121,0,0,0,0
620536,2021,09,22,2021-09-22,16:20:00,3,PA,42,0,1,0,0,0,0,41.3625,-80.1151,41.3655,-80.1120,0.2600,90,1,1,1,85,0,0,0,0
620537,2021,09,27,2021-09-27,20:06:00,3,WA,53,0,0,0,0,40000,0,45.7804,-122.5982,45.8105,-122.5229,3.9000,240,1,1,1,11,0,0,0,0
620538,2021,10,03,2021-10-03,13:47:00,3,IN,18,0,-9,0,0,0,0,41.7200,-86.4700,41.7200,-86.4700,0.0100,1,1,1,1,141,0,0,0,0
620539,2021,10,03,2021-10-03,14:26:00,3,IL,17,0,-9,0,0,0,0,40.9199,-88.0280,40.9184,-88.0272,0.1000,30,1,1,1,75,0,0,0,0
620540,2021,10,03,2021-10-03,15:36:00,3,TN,47,0,0,0,0,5000,0,36.1625,-86.5594,36.1917,-86.5326,2.5100,25,1,1,1,189,0,0,0,0
620541,2021,10,03,2021-10-03,16:19:00,3,MI,26,0,0,0,0,0,0,42.7826,-83.5149,42.7829,-83.5000,0.7600,75,1,1,1,125,0,0,0,0
620542,2021,10,06,2021-10-06,16:59:00,3,TN,47,0,1,0,0,25000,0,36.0135,-85.0337,36.0277,-85.0326,0.9900,50,1,1,1,35,0,0,0,0
620543,2021,10,09,2021-10-09,15:12:00,3,SD,46,0,0,0,0,0,0,45.1400,-98.4000,45.1500,-98.3800,1.1900,100,1,1,1,115,0,0,0,0
620544,2021,10,09,2021-10-09,16:12:00,3,SD,46,0,0,0,0,0,0,45.6000,-97.8800,45.6000,-97.8800,0.0100,10,1,1,1,91,0,0,0,0
620545,2021,10,09,2021-10-09,16:31:00,3,SD,46,0,0,0,0,0,0,45.5200,-97.5200,45.5200,-97.5200,0.0100,10,1,1,1,37,0,0,0,0
620546,2021,10,09,2021-10-09,17:40:00,3,ND,38,0,0,0,0,0,0,45.9800,-97.0900,45.9803,-97.0880,0.1000,10,1,1,1,77,0,0,0,0
620547,2021,10,09,2021-10-09,18:10:00,3,MN,27,0,0,0,0,0,0,45.6800,-96.4600,45.6900,-96.4500,0.8400,10,1,1,1,155,0,0,0,0
620548,2021,10,09,2021-10-09,18:21:00,3,MN,27,0,0,0,0,0,0,45.7600,-96.2900,45.7700,-96.2600,1.6000,10,1,1,1,155,0,0,0,0
620549,2021,10,09,2021-10-09,21:35:00,3,MN,27,0,1,0,0,0,0,46.9000,-95.0600,46.8999,-95.0555,0.2100,25,1,1,1,57,0,0,0,0
620550,2021,10,10,2021-10-10,16:59:00,3,OK,40,0,-9,0,0,0,0,34.8165,-98.8970,34.8165,-98.8970,0.1000,20,1,1,1,75,0,0,0,0
620551,2021,10,10,2021-10-10,17:10:00,3,MN,27,0,2,0,0,0,0,48.0440,-90.2960,48.0995,-90.2962,4.0000,500,1,1,1,31,0,0,0,0
620552,2021,10,10,2021-10-10,17:13:00,3,OK,40,0,1,0,0,30000,0,34.8850,-98.7250,34.8710,-98.6770,2.8900,200,1,1,1,75,0,0,0,0
620553,2021,10,10,2021-10-10,17:20:00,3,OK,40,0,1,0,0,40000,0,34.9000,-98.6190,34.9330,-98.5530,4.4000,50,1,1,1,15,0,0,0,0
620554,2021,10,10,2021-10-10,17:45:00,3,OK,40,0,2,0,0,60000,0,35.0440,-98.2950,35.0680,-98.1550,8.1000,100,1,1,1,15,0,0,0,0
620555,2021,10,10,2021-10-10,18:02:00,3,OK,40,0,-9,0,0,0,0,35.0550,-98.1120,35.0666,-98.0832,1.8300,50,1,1,1,15,51,0,0,0
620556,2021,10,10,2021-10-10,18:16:00,3,OK,40,0,-9,0,0,0,0,35.1050,-97.9310,35.1050,-97.9310,0.2000,50,1,1,1,51,0,0,0,0
620557,2021,10,10,2021-10-10,19:21:00,3,OK,40,0,0,0,0,20000,0,35.5350,-97.1790,35.5690,-97.1380,3.3200,250,1,1,1,109,81,0,0,0
620558,2021,10,10,2021-10-10,19:41:00,3,OK,40,0,0,0,0,5000,0,35.6790,-97.0130,35.6940,-97.0100,1.1000,30,1,1,1,81,0,0,0,0
620559,2021,10,10,2021-10-10,19:41:00,3,OK,40,0,0,0,0,10000,0,35.3680,-97.0630,35.3890,-97.0530,1.6000,50,1,1,1,125,0,0,0,0
620560,2021,10,10,2021-10-10,19:54:00,3,OK,40,0,0,0,0,0,0,35.3960,-96.8670,35.4110,-96.8460,1.6000,50,1,1,1,125,0,0,0,0
620561,2021,10,10,2021-10-10,20:26:00,3,OK,40,0,1,0,0,150000,0,35.5790,-96.5520,35.6090,-96.5230,2.7000,300,1,1,1,107,0,0,0,0
620562,2021,10,10,2021-10-10,20:26:00,3,OK,40,0,1,0,0,100000,0,34.7800,-96.7230,34.8660,-96.6480,7.3100,300,1,1,1,123,0,0,0,0
620563,2021,10,10,2021-10-10,20:42:00,3,OK,40,0,-9,0,0,0,0,35.6854,-96.4099,35.6939,-96.3947,1.0000,100,1,1,1,37,0,0,0,0
620564,2021,10,10,2021-10-10,21:05:00,3,OK,40,0,0,0,0,10000,0,35.7320,-96.0700,35.7510,-96.0400,2.2000,300,1,1,1,111,0,0,0,0
620565,2021,10,10,2021-10-10,21:30:00,3,OK,40,0,-9,0,0,0,0,35.8596,-95.8518,35.8684,-95.8437,0.7000,100,1,1,1,143,0,0,0,0
620566,2021,10,10,2021-10-10,21:45:00,3,OK,40,0,1,0,0,3000000,0,35.9360,-95.6470,35.9820,-95.6270,3.4000,700,1,1,1,145,0,0,0,0
620567,2021,10,10,2021-10-10,22:30:00,3,OK,40,0,1,0,0,65000,0,35.4830,-95.2530,35.6340,-95.1010,13.7000,900,1,1,1,101,135,0,0,0
620568,2021,10,10,2021-10-10,23:10:00,3,OK,40,0,1,0,0,0,0,36.3020,-94.8340,36.3690,-94.7670,5.9000,200,1,1,1,41,0,0,0,0
620569,2021,10,11,2021-10-11,00:08:00,3,MO,29,0,1,0,0,75000,0,36.7894,-94.4301,36.8371,-94.4195,3.3400,90,1,1,1,145,0,0,0,0
620570,2021,10,11,2021-10-11,03:44:00,3,MO,29,0,0,0,0,80000,0,37.3200,-94.1200,37.3529,-94.1102,2.3500,50,1,1,1,97,11,0,0,0
620571,2021,10,11,2021-10-11,13:37:00,3,IL,17,0,2,0,0,100000,0,39.3547,-90.3002,39.4335,-90.2609,5.8300,75,1,1,1,61,0,0,0,0
620572,2021,10,11,2021-10-11,14:26:00,3,IL,17,0,0,0,0,0,0,39.7290,-90.0530,39.7470,-90.0420,1.3700,50,1,1,1,137,0,0,0,0
620573,2021,10,11,2021-10-11,15:28:00,3,IL,17,0,-9,0,0,0,0,40.8350,-89.2030,40.8380,-89.2000,0.2600,30,1,1,1,203,0,0,0,0
620574,2021,10,11,2021-10-11,15:45:00,3,IL,17,0,0,0,0,0,0,40.8940,-89.2300,40.9270,-89.2480,2.4700,75,1,1,1,203,0,0,0,0
620575,2021,10,11,2021-10-11,16:10:00,3,IL,17,0,0,0,0,0,0,41.4045,-87.5291,41.4211,-87.5093,1.5600,70,2,0,1,0,0,0,0,0
620575,2021,10,11,2021-10-11,16:10:00,3,IL,17,0,0,0,0,0,0,41.4045,-87.5291,41.4072,-87.5255,0.2600,70,2,1,2,197,0,0,0,0
620575,2021,10,11,2021-10-11,16:11:00,3,IN,18,0,0,0,0,0,0,41.4072,-87.5255,41.4211,-87.5093,1.3000,70,2,1,2,89,0,0,0,0
620576,2021,10,11,2021-10-11,16:39:00,3,IL,17,0,-9,0,0,0,0,40.7120,-89.0460,40.7480,-89.0520,2.5100,50,1,1,1,203,0,0,0,0
620577,2021,10,11,2021-10-11,16:47:00,3,IL,17,0,-9,0,0,0,0,41.1800,-89.3100,41.1800,-89.3100,0.0200,10,1,1,1,155,0,0,0,0
620578,2021,10,11,2021-10-11,17:30:00,3,IL,17,0,-9,0,0,0,0,41.4873,-89.0287,41.4921,-89.0325,0.4000,40,1,1,1,99,0,0,0,0
620579,2021,10,12,2021-10-12,17:48:00,3,OK,40,0,0,0,0,0,0,35.2092,-99.3973,35.2092,-99.3973,0.1000,10,1,1,1,9,0,0,0,0
620580,2021,10,12,2021-10-12,18:24:00,3,OK,40,0,-9,0,0,0,0,35.4166,-99.1700,35.4166,-99.1700,0.1000,25,1,1,1,149,0,0,0,0
620581,2021,10,12,2021-10-12,18:25:00,3,KS,20,0,0,0,0,0,0,38.8723,-101.7910,38.8858,-101.7317,3.3200,100,1,1,1,199,0,0,0,0
620582,2021,10,12,2021-10-12,18:38:00,3,OK,40,0,0,0,0,0,0,34.3388,-99.0820,34.3388,-99.0820,0.4000,30,1,1,1,141,0,0,0,0
620583,2021,10,12,2021-10-12,18:41:00,3,OK,40,0,1,0,0,50000,0,34.3720,-99.0770,34.4760,-99.0590,7.2600,300,1,1,1,141,0,0,0,0
620584,2021,10,12,2021-10-12,18:55:00,3,OK,40,0,1,0,0,0,100000,35.5150,-98.9610,35.6330,-98.8710,9.6000,400,1,1,1,39,0,0,0,0
620585,2021,10,12,2021-10-12,19:01:00,3,OK,40,0,-9,0,0,0,0,35.5305,-98.9449,35.5305,-98.9449,0.2000,20,1,1,1,39,0,0,0,0
620586,2021,10,12,2021-10-12,19:19:00,3,OK,40,0,1,0,0,5000,0,34.5910,-98.8930,34.5990,-98.8830,0.9000,300,1,1,1,141,75,0,0,0
620587,2021,10,12,2021-10-12,19:26:00,3,OK,40,0,1,0,0,15000,0,34.6210,-98.8570,34.7290,-98.8090,8.4000,900,1,1,1,75,31,0,0,0
620588,2021,10,12,2021-10-12,20:00:00,3,OK,40,0,-9,0,0,0,0,34.7780,-98.6850,34.8030,-98.6610,2.6000,50,1,1,1,31,0,0,0,0
620589,2021,10,12,2021-10-12,20:23:00,3,KS,20,0,1,0,0,0,0,37.3983,-100.8020,37.5435,-100.6544,12.8900,150,1,1,1,81,0,0,0,0
620590,2021,10,12,2021-10-12,20:35:00,3,OK,40,0,-9,0,0,0,0,34.9512,-98.5224,34.9512,-98.5224,0.5000,30,1,1,1,15,0,0,0,0
620591,2021,10,12,2021-10-12,21:02:00,3,KS,20,0,1,0,0,0,0,37.7074,-100.3277,37.7321,-100.3109,1.9400,75,1,1,1,69,0,0,0,0
620592,2021,10,12,2021-10-12,21:12:00,3,KS,20,0,1,0,0,0,0,37.7411,-100.1814,37.8264,-100.1077,7.1400,75,1,1,1,57,0,0,0,0
620593,2021,10,12,2021-10-12,21:39:00,3,KS,20,0,1,0,0,110000,0,37.8880,-99.7807,38.0329,-99.7103,10.7200,75,1,1,1,57,83,0,0,0
620594,2021,10,12,2021-10-12,22:22:00,3,KS,20,0,1,0,0,0,0,37.6303,-99.6789,37.6535,-99.6555,2.0500,75,1,1,1,57,0,0,0,0
620595,2021,10,12,2021-10-12,22:38:00,3,KS,20,0,1,0,0,0,0,37.5840,-99.5728,37.5955,-99.5656,0.8900,50,1,1,1,57,0,0,0,0
620596,2021,10,12,2021-10-12,22:48:00,3,KS,20,0,-9,0,0,0,0,37.6399,-99.3576,37.7038,-99.3349,4.5900,75,1,1,1,97,0,0,0,0
620597,2021,10,12,2021-10-12,22:49:00,3,KS,20,0,1,0,0,0,0,37.6611,-99.3871,37.7055,-99.3569,3.4800,75,1,1,1,97,0,0,0,0
620598,2021,10,12,2021-10-12,22:59:00,3,KS,20,0,1,0,0,0,0,37.7630,-99.2557,37.8458,-99.2063,6.3200,100,1,1,1,47,0,0,0,0
620599,2021,10,12,2021-10-12,23:05:00,3,KS,20,0,1,0,0,0,0,37.7538,-99.1067,37.8457,-99.0753,6.5800,100,1,1,1,47,0,0,0,0
